지점,시작일,종료일,지점명,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
1274,2010-11-15,,지축,,37.6518,126.9206,,,,,
1275,2010-11-15,,펌프장,,37.5983,126.8494,,,,,
1276,2010-11-15,,화정,,37.6375,126.8323,,,,,
1279,2010-11-15,,경안,,37.4106,127.2572,,,,,
1280,2010-11-15,,광남,,37.3891,127.2298,,,,,
1281,2010-11-15,,남종,,37.4942,127.3018,,,,,
1282,2010-11-15,,도척,,37.3047,127.3313,,,,,
1283,2010-11-15,,산성리,,37.4773,127.1895,,,,,
1284,2010-11-15,,송정,,37.4199,127.2459,,,,,
1285,2010-11-15,,송정배수,,37.4148,127.2657,,,,,
1286,2010-11-15,,곤지암,,37.3459,127.3441,,,,,
1287,2010-11-15,,양벌배수,,37.3869,127.2486,,,,,
1288,2010-11-15,,오포,,37.3833,127.2312,,,,,
1289,2010-11-15,,남한산성,,37.4633,127.2451,,,,,
1290,2010-11-15,,초월,,37.3852,127.288,,,,,
1291,2010-11-15,,퇴촌,,37.4667,127.307,,,,,
1292,2010-11-15,,교문,,37.5947,127.1296,,,,,
1294,2010-11-15,,대야도서관,,37.3301,126.9154,,,,,
1295,2010-11-15,,군하,,37.717,126.5521,,,,,
1296,2010-11-15,,마곡,,37.7202,126.6312,,,,,
1297,2010-11-15,,마송,,37.689,126.5973,,,,,
1298,2010-11-15,,사우,,37.6332,126.7167,,,,,
1299,2010-11-15,,신곡,,37.6034,126.771,,,,,
1300,2010-11-15,,양곡,,37.6575,126.6254,,,,,
1301,2010-11-15,,시청,,37.636,127.2165,,,,,
1302,2010-11-15,,와부,,37.5854,127.2167,,,,,
1303,2010-11-15,,퇴계원,,37.6493,127.1447,,,,,
1304,2010-11-15,,도농,,37.6072,127.159,,,,,
1305,2010-11-15,,화도,,37.6579,127.3005,,,,,
1306,2010-11-15,,별내,,37.7027,127.1249,,,,,
1307,2010-11-15,,오남,,37.6989,127.2047,,,,,
1308,2010-11-15,,진건,,37.6546,127.1777,,,,,
1309,2010-11-15,,수동,,37.7036,127.3261,,,,,
1310,2010-11-15,,진접,,37.7264,127.1899,,,,,
1311,2010-11-15,,조안,,37.5359,127.3034,,,,,
1312,2010-11-15,,호평,,37.6549,127.2487,,,,,
1313,2010-11-15,,화도하수처리장,,37.6311,127.3462,,,,,
1314,2010-11-15,,소사본,,37.4773,126.800,,,,,
1315,2010-11-15,,오정,,37.5284,126.7961,,,,,
1316,2010-11-15,,원미1,,37.4966,126.7872,,,,,
1317,2010-11-15,,중원구청,,37.4305,127.1373,,,,,
1318,2010-11-15,,판교동주민센터,,37.3899,127.0986,,,,,
1319,2010-11-15,,수정구청,,37.4503,127.1456,,,,,
1320,2010-11-15,,성남시청,,37.4201,127.1267,,,,,
1321,2010-11-15,,쓰레기소각장,,37.4317,127.1809,,,,,
1322,2010-11-15,,하수처리장,,37.461,127.1241,,,,,
1323,2010-11-15,,구미동주민센터,,37.3402,127.1226,,,,,
1324,2010-11-15,,상광교,,37.3303,127.0148,,,,,
1325,2010-11-15,,영통,,37.2572,127.0723,,,,,
1326,2010-11-15,,우만,,37.2849,127.0375,,,,,
1327,2010-11-15,,팔달구,,37.2634,127.0291,,,,,
1328,2010-11-15,,입북,,37.2932,126.9596,,,,,
1329,2010-11-15,,조원,,37.304,127.0101,,,,,
1330,2010-11-15,,탑,,37.2577,126.9718,,,,,
1331,2015-09-15,,이의동,,37.3108,127.0393,,,,,
1331,2010-11-15,2012-12-31,매화,,37.4175,126.8156,,,,,
1332,2010-11-15,,목감,,37.3847,126.857,56,,,,
1333,2010-11-15,,대야동,,37.4432,126.788,20.6,,,,
1334,2010-11-15,,장현,,37.3802,126.803,65,,,,
1336,2010-11-15,,고잔2동,,37.3218,126.8308,21.46,,,,
1337,2010-11-15,,건지,,37.0124,127.238,,,,,
1338,2010-11-15,,내우,,36.9972,127.317,,,,,
1339,2010-11-15,,사흥,,37.0023,127.353,,,,,
1340,2010-11-15,,봉산,,37.0081,127.280,,,,,
1341,2010-11-15,,승두,,36.9988,127.172,,,,,
1342,2010-11-15,,양지,,36.9753,127.215,,,,,
1343,2010-11-15,,외가천,,37.0397,127.130,,,,,
1344,2010-11-15,,용월,,37.073,127.375,,,,,
1345,2010-11-15,,죽산,,37.0786,127.423,,,,,
1347,2010-11-15,,안양,,37.3867,126.932,,,,,
1348,2010-11-15,,안양(수목원),,37.4192,126.936,,,,,
1349,2010-11-15,,안양9,,37.3915,126.908,,,,,
1350,2010-11-15,,부림,,37.3943,126.957,,,,,
1354,2010-11-15,,남면,,37.8982,126.977,,,,,
1356,2010-11-15,,교평,,37.4772,127.485,,,,,
1357,2010-11-15,,다문,,37.4868,127.596,,,,,
1358,2010-11-15,,문호,,37.6066,127.349,,,,,
1359,2010-11-15,,보룡,,37.5386,127.673,,,,,
1360,2010-11-15,,석곡,,37.4252,127.751,,,,,
1361,2010-11-15,,양근,,37.4864,127.493,,,,,
1362,2010-11-15,,옥천,,37.5181,127.456,,,,,
1363,2010-11-15,,용담,,37.544,127.326,,,,,
1364,2010-11-15,,용두,,37.5562,127.711,,,,,
1365,2010-11-15,,운심,,37.495,127.410,,,,,
1366,2010-11-15,,지평,,37.4744,127.639,,,,,
1367,2010-11-15,,하자포,,37.426,127.537,,,,,
1368,2010-11-15,,간매,,37.2729,127.712,,,,,
1369,2010-11-15,,번도,,37.3001,127.574,,,,,
1370,2010-11-15,,삼거,,38.0852,127.019,,,,,
1371,2010-11-15,,궁평,,37.998,127.073,,,,,
1372,2010-11-15,,내산,,38.1352,127.127,,,,,
1373,2010-11-15,,수덕원,,38.1559,127.145,,,,,
1374,2010-11-15,,필승교,,38.1141,126.961,,,,,
1375,2010-11-15,,갈담,,37.3296,127.242,,,,,
1376,2010-11-15,,고당,,37.1666,127.313,,,,,
1377,2010-11-15,,기흥구청,,37.2804,127.115,,,,,
1378,2010-11-15,,공세,,37.243,127.103,,,,,
1379,2010-11-15,,동천,,37.3419,127.099,,,,,
1380,2010-11-15,,봉무,,37.1155,127.151,,,,,
1381,2010-11-15,,포곡,,37.2984,127.2291,,,,,
1382,2010-11-15,,이동면(신원CC),,37.178,127.250,,,,,
1383,2010-11-15,,양지,,37.2355,127.280,,,,,
1384,2002-04-15,,오슬로,,60.200,11.0833,204,,,,
1384,2010-11-15,,언남,,37.2968,127.119,,,,,
1385,2010-11-15,,풍덕천,,37.3222,127.097,,,,,
1386,2010-11-15,,고천,,37.3447,126.968,,,,,
1387,2010-11-15,,부곡,,37.3109,126.950,,,,,
1388,2010-11-15,,청계,,37.3886,126.996,,,,,
1389,2010-11-15,,고당,,37.0915,127.5465,,,,,
1391,2010-11-15,,수광,,37.3035,127.404,,,,,
1393,2010-11-15,,초지,,37.2271,127.4923,,,,,
1394,2010-11-15,,현방,,37.3363,127.4908,,,,,
1395,2010-11-15,,금당,,37.1296,127.5221,,,,,
1396,2010-11-15,,후안,,37.2203,127.4247,,,,,
1397,2010-11-15,,파평,,37.9219,126.838,,,,,
1398,2010-11-15,,문산,,37.8571,126.7913,,,,,
1399,2010-11-15,,조리,,37.7448,126.805,,,,,
1400,2010-11-15,,월롱,,37.796,126.790,,,,,
1401,2010-11-15,,법원,,37.8475,126.886,,,,,
1402,2010-11-15,,교하,,37.753,126.747,,,,,
1403,2010-11-15,,파주,,37.8309,126.8201,,,,,
1405,2010-11-15,,서탄면,,37.1082,127.035,,,,,
1406,2010-11-15,,안중,,36.9996,126.9318,,,,,
1407,2010-11-15,,현덕면,,36.9673,126.921,,,,,
1408,2010-11-15,,고덕면,,37.0422,127.018,,,,,
1409,2010-11-15,,청북,,37.0465,126.9706,,,,,
1410,2010-11-15,,선단동,,37.8542,127.159,,,,,
1411,2010-11-15,,내촌면,,37.7862,127.229,,,,,
1412,2010-11-15,,영중면,,38.0054,127.245,,,,,
1413,2010-11-15,,팔탄,,37.1612,126.903,,,,,
1414,2010-11-15,,남양,,37.2118,126.824,,,,,
1415,2010-11-15,,서신면,,37.1666,126.709,,,,,
1416,2010-11-15,,정남면,,37.1604,126.971,,,,,
1417,2014-12-08,,삼존,,37.2179,126.7392,,,,,
1417,2010-11-15,2012-12-31,삼존,,37.2179,126.739,,,,,
1418,2010-11-15,,봉담읍,,37.220,126.949,,,,,
1419,2010-11-15,,마도면,,37.2055,126.770,,,,,
1420,2010-11-15,,양감면,,37.0813,126.944,,,,,
1421,2010-11-15,,비봉면,,37.2356,126.874,,,,,
1422,2010-11-15,,장안면,,37.0799,126.832,,,,,
1423,2010-11-15,,매송면,,37.250,126.909,,,,,
1424,2010-11-15,,동탄면,,37.170,127.090,,,,,
1425,2010-11-15,,우정읍,,37.090,126.815,,,,,
1426,2014-12-08,,진안,,37.2089,127.036,,,,,
1426,2010-11-15,2012-12-31,진안,,37.2087,127.0358,,,,,
1427,2010-11-15,,향남,,37.130,126.920,,,,,
1428,2011-02-15,,명지산주차장,,37.9361,127.489,,,,,
1429,2011-02-15,,널미재고개,,37.6633,127.547,,,,,
1430,2011-02-15,,축령산,,37.7575,127.3419,,,,,
1431,2011-02-15,,운악산주차장,,37.8631,127.3489,,,,,
1432,2011-02-15,,호명호수,,37.7464,127.4737,,,,,
1433,2011-02-15,,장흥면,,37.7179,126.941,,,,,
1434,2011-02-15,,덕정동,,37.8442,127.066,,,,,
1435,2011-02-15,,은현면,,37.875,127.025,,,,,
1436,2011-02-15,,남방동,,37.7735,127.044,,,,,
1437,2011-02-15,,백석읍,,37.7948,126.985,,,,,
1438,2014-12-08,,회천2,,37.8216,127.046,,,,,
1438,2011-02-15,2012-12-31,전패고개,,,,,,,,
1439,2014-12-08,,누산,,37.6825,126.6566,,,,,
1439,2011-02-15,2012-12-31,칼봉산,,,,,,,,
1440,2014-12-08,,원미,,37.4958,126.787,,,,,
1440,2011-02-15,2012-12-31,홍적고개,,,,,,,,
1441,2014-12-08,,은행,,37.4362,126.7988,18.1,,,,
1441,2011-02-15,2012-12-31,명화교,,,,,,,,
1442,2014-12-08,,원시동,,37.3052,126.7885,9.3,,,,
1442,2011-02-15,2012-12-31,고양,,,,,,,,
1443,2014-12-08,,성곡동,,37.3061,126.757,12.08,,,,
1443,2011-02-15,2012-12-31,남면,,,,,,,,
1444,2014-12-08,,원곡동,,37.3318,126.7894,12.36,,,,
1444,2011-02-15,2012-12-31,양주1,,,,,,,,
1445,2014-12-08,,선부2동,,37.3385,126.8026,25.01,,,,
1445,2011-02-15,2012-12-31,양주2,,,,,,,,
1446,2014-12-08,,수암동,,37.3618,126.8732,51.92,,,,
1446,2011-02-15,2012-12-31,회천2,,,,,,,,
1447,2015-02-23,,흥덕도서관,,37.2749,127.084,,,,,
1447,2011-02-15,2012-12-31,회천4,,,,,,,,
1448,2015-09-15,,운정동,,37.7234,126.7564,,,,,
1448,2011-02-15,2012-12-31,광적,,,,,,,,
1450,2011-02-15,,신풍동,,37.284,127.0105,,,,,
1451,2012-09-20,,인계동,,37.2634,127.0286,,,,,
1452,2012-09-20,,광교동,,37.2853,127.0293,,,,,
1453,2012-09-20,,영통동,,37.247,127.0563,,,,,
1454,2012-09-20,,천천동,,37.2951,126.9769,,,,,
1455,2012-09-20,,동수원,,37.2788,127.0313,,,,,
1456,2012-09-20,,고색동,,37.2524,126.9764,,,,,
1457,2012-09-20,,단대동,,37.4494,127.1554,,,,,
1458,2012-09-20,,정자1동,,37.3615,127.1114,,,,,
1459,2012-09-20,,수내동,,37.3828,127.1189,,,,,
1460,2012-09-20,,성남대로,,37.4342,127.1292,,,,,
1461,2012-09-20,,복정동,,37.4563,127.1306,,,,,
1463,2012-09-20,,상대원1동,,37.4333,127.1644,,,,,
1464,2012-09-20,,의정부동,,37.7356,127.0408,,,,,
1465,2012-09-20,,의정부1동,,37.7464,127.0478,,,,,
1466,2012-09-20,,안양동,,37.390,126.9305,,,,,
1467,2012-09-20,,부림동,,37.3942,126.9579,,,,,
1468,2012-09-20,,호계동,,37.3812,126.9527,,,,,
1469,2012-09-20,,안양2동,,37.405,126.9177,,,,,
1470,2012-09-20,,철산동,,37.4763,126.8698,,,,,
1472,2012-09-20,,고잔동,,37.3219,126.8309,,,,,
1473,2012-09-20,,원시동,,37.3052,126.7884,,,,,
1474,2012-09-20,,본오동,,37.2962,126.8723,,,,,
1475,2012-09-20,,원곡동,,37.3316,126.8018,,,,,
1476,2012-09-20,,부곡동,,37.332,126.8611,,,,,
1477,2012-09-20,,대부동,,37.2409,126.5854,,,,,
1478,2012-09-20,,호수동,,37.3103,126.8244,,,,,
1479,2012-09-20,,중앙대로,,37.3166,126.8279,,,,,
1480,2012-09-20,,별양동,,37.4236,126.9945,,,,,
1481,2012-09-20,,과천동,,37.4488,126.9945,,,,,
1482,2012-09-20,,교문동,,37.5957,127.1364,,,,,
1483,2012-09-20,,동구동,,37.6183,127.1384,,,,,
1484,2012-09-20,,부곡3동,,37.3193,126.9504,,,,,
1485,2012-09-20,,고천동,,37.3478,126.9759,,,,,
1486,2012-09-20,,정왕동,,37.3471,126.740,,,,,
1487,2012-09-20,,시화공단,,37.3493,126.7462,,,,,
1488,2012-09-20,,대야동,,37.4431,126.7885,,,,,
1489,2012-09-20,,금곡동,,37.636,127.2165,,,,,
1490,2012-09-20,,비전동,,36.9924,127.1127,,,,,
1491,2012-09-20,,안중,,36.9858,126.9317,,,,,
1492,2002-04-15,,오슬로,,59.950,10.7167,94,,,,
1492,2012-09-20,,금촌동,,37.7518,126.7774,,,,,
1493,2012-09-20,,행신동,,37.6224,126.8423,,,,,
1494,2012-09-20,,식사동,,37.6856,126.8134,,,,,
1495,2012-09-20,,백마로,,37.6545,126.7756,,,,,
1496,2012-09-20,,경안동,,37.4111,127.2579,,,,,
1497,2012-09-20,,김량장동,,37.2345,127.2013,,,,,
1498,2012-09-20,,수지,,37.328,127.0952,,,,,
1499,2012-09-20,,기흥,,37.2804,127.1147,,,,,
1500,2012-09-20,,창전동,,37.2836,127.4407,99,,,,
1501,2012-09-20,,선단동,,37.9535,127.1591,,,,,
1502,2012-09-20,,사우동,,37.6193,126.7167,,,,,
1503,2012-09-20,,고촌면,,37.6064,126.7633,,,,,
1504,2012-09-20,,통진읍,,37.6918,126.5973,,,,,
1505,2012-09-20,,당동,,37.3538,126.9452,,,,,
1506,2012-09-20,,산본동,,37.3612,126.9361,,,,,
1507,2012-09-20,,오산동,,37.1588,127.0774,,,,,
1508,2012-09-20,,신장동,,37.5394,127.215,38,,,,
1509,2012-09-20,,남양동,,37.2118,126.8238,,,,,
1510,2012-09-20,,향남읍,,37.1324,126.9203,,,,,
1511,2012-09-20,,동탄동,,37.1969,127.0722,,,,,
1512,2012-09-20,,백석도서관,,37.8246,126.9837,,,,,
1513,2012-09-20,,보산동,,37.9176,127.0613,68.26,,,,
1514,2012-09-20,,봉산동,,37.0081,127.2798,,,,,
1516,2012-09-20,,내동,,37.520,126.7736,,,,,
1517,2012-09-20,,중2동,,37.4941,126.7702,,,,,
1518,2012-09-20,,오정동,,37.5279,126.7967,,,,,
1519,2012-09-20,,계남공원,,37.5056,126.7589,,,,,
1520,2012-09-20,,전패고개,,37.8679,127.439,,,,,
1521,2012-09-20,,칼봉산,,37.8354,127.456,,,,,
1522,2012-09-20,,홍적고개,,37.9555,127.581,,,,,
1523,2012-09-20,,명화교,,37.9694,127.458,,,,,
1524,2012-09-20,,설악활곡,,37.6391,127.513,,,,,
1527,2012-09-20,,양주2,,37.7969,127.080,,,,,
1529,2012-09-20,,회천4,,37.8326,127.0901,,,,,
1530,2012-09-20,,광적,,37.8246,126.984,,,,,
1531,2012-09-20,,소흘읍,,37.8232,127.139,,,,,
1532,2012-09-20,,군내면,,37.889,127.217,,,,,
1533,2012-09-20,,회천3,,37.8378,127.069,,,,,
1534,2012-09-20,,운중동,,37.3909,127.078,,,,,
1535,2012-09-20,,대왕판교로,,37.3816,127.1023,,,,,
1536,2012-09-20,,소하동,,37.4523,126.8849,,,,,
1537,2012-09-20,,여주시,,37.2987,127.629,,,,,
1538,2012-09-20,,연천읍,,38.0965,127.0751,,,,,
1539,2012-09-20,,가평읍,,37.8313,127.5096,,,,,
1540,2014-07-03,,가재,,37.0444,127.0948,,,,,
1541,2014-07-03,,이동면,,38.0307,127.3676,,,,,
1542,2014-07-03,,창수면,,37.9917,127.1892,,,,,
1543,2014-12-08,,평택항,,36.9746,126.8455,9.84,,,,
1544,2015-02-23,,갈매,,37.6415,127.1135,,,,,
1545,2015-02-23,,동구,,37.6117,127.1394,,,,,
1546,2015-02-23,,인창,,37.6045,127.135,,,,,
1547,2015-02-23,,교문1,,37.6012,127.1277,,,,,
1548,2015-02-23,,교문2,,37.587,127.1341,,,,,
1549,2015-02-23,,수택1,,37.5964,127.1491,,,,,
1550,2015-02-23,,수택2,,37.5932,127.1401,,,,,
1551,2015-02-23,,수택3,,37.5915,127.1382,,,,,
1552,2015-02-23,,아천,,37.5689,127.1221,,,,,
1553,2015-09-15,,운정,,37.750,126.770,,,,,
1554,2016-03-08,,위례,,37.5392,127.2148,,,,,
1555,2016-04-06,,하대원동,,37.4283,127.1463,6.79,,,,
1556,2016-04-06,,중앙도서관,,37.4054,127.1346,,,,,
1557,2018-09-07,,별내동,,,,,,,,
1558,2018-09-07,,내손,,,,,,,,
1560,2012-09-20,,양평,,37.4872,127.5962,,,,,
1561,2013-05-14,,신천,,37.4356,126.782,12.5,,,,
1562,2013-05-14,,정왕보건지소,,37.3466,126.7403,8.8,,,,
1563,2013-05-14,,석탄,,37.7341,126.6693,,,,,
1564,2013-05-14,,포내,,37.7169,126.5218,,,,,
1565,2014-07-03,,중앙,,37.0553,127.0559,,,,,
1565,2014-05-28,2014-05-28,중앙,,,,,,,,
1566,2014-07-03,,지산,,37.0774,127.0576,,,,,
1567,2014-07-03,,송북,,37.0816,127.0603,,,,,
1568,2014-07-03,,신장1,,37.0839,127.0524,,,,,
1569,2014-07-03,,신장2,,37.0764,127.0525,,,,,
1570,2014-07-03,,통복,,37.0007,127.0874,,,,,
1571,2014-07-03,,비전1,,37.0005,127.0952,,,,,
1572,2014-07-03,,비전2,,36.9903,127.1119,,,,,
1573,2014-07-03,,원평,,36.9893,127.0806,,,,,
1574,2014-07-03,,세교,,37.007,127.0824,,,,,
1575,2014-07-03,,진위,,37.1002,127.0908,,,,,
1576,2014-07-03,,기배,,37.2243,126.9846,,,,,
1577,2014-07-03,,반월,,37.233,127.0609,,,,,
1578,2014-07-03,,동탄2,,37.197,127.0722,,,,,
1579,2014-07-03,,탄현,,37.6936,126.7762,,,,,
1580,2014-07-03,,지영,,37.7251,126.8349,,,,,
1581,2014-07-03,,중부대로,,37.2754,127.1137,,,,,
1582,2014-07-03,,오남읍,,37.6989,127.2047,,,,,
1586,2015-09-15,,자유로 장항IC,,37.6439,126.7489,,,,,
1589,2015-09-15,,자유로 가양대교북단,,37.5799,126.8575,,,,,
1590,2015-09-15,,309호선 학의JC남측,,37.3892,127.0022,,,,,
1591,2015-09-15,,322호선 전곡항입구,,37.1911,126.6536,,,,,
1592,2017-03-08,,신원동,,37.6667,126.8866,,,,,
1679,2015-06-10,,6번국도(대심리),,37.5077,127.3877,31,,,,
1681,2015-06-10,,45번국도(이석리),,37.5041,127.2834,39,,,,
1682,2015-06-10,,77번국도(법흥리),,37.7617,126.6881,9,,,,
1683,2015-06-10,,77번국도(내포리),,37.857,126.768,8,,,,
1701,2011-11-01,,가평(가평읍),,37.846,127.5008,80,,,,
1702,2011-11-01,,고양시1(구산동),,37.6496,126.8703,24,,,,
1704,2011-11-01,,김포시(월곶면),,37.6943,126.5564,43,,,,
1708,2011-11-01,,남양주(진건읍),,37.649,127.1964,88,,,,
1709,2011-11-01,,시흥시(하중동),,37.4008,126.8084,12,,,,
1711,2011-11-01,,안성시(보개면),,37.0238,127.2866,73,,,,
1712,2011-11-01,,양주시(광적면),,37.8228,126.9743,107,,,,
1713,2011-11-01,,양평군(양평읍),,37.5091,127.5133,191,,,,
1715,2011-11-01,,연천군(동막리),,38.1038,127.077,59,,,,
1716,2011-11-01,,용인시(처인구),,37.1728,127.2989,149,,,,
1719,2011-11-01,,이천시(중리동),,37.2727,127.4325,90,,,,
1721,2011-11-01,,평택시(오성면),,37.0133,126.9815,31,,,,
1723,2011-11-01,,화성시(봉담읍),,37.2198,126.9494,42,,,,
1724,2011-11-01,,고양시2(덕양구),,37.6722,126.6967,39,,,,
1725,2014-07-03,,안산시2(상록구),,37.3005,126.8442,7,,,,
1727,2015-09-15,,수원시(서둔동),,37.2769,126.983,36,,,,
1729,2015-09-15,,연천군(신서면),,38.180,127.110,126,,,,
1730,2018-09-06,,이천시 장호원,,,,,,,,
1800,2014-07-03,,횡산,,38.1163,126.9869,,,,,
1801,2014-07-03,,군남조절지,,38.1029,127.021,,,,,
1854,2015-09-15,,자유로 구산IC동측,,37.6694,126.6947,,,,,
1870,2011-11-01,,불광동,,37.6099,126.9328,45,,,,
1871,2011-11-01,,송정동,,37.419,127.2474,53,,,,
1872,2011-11-01,,소사본동,,37.480,126.7999,46,,,,
1873,2011-11-01,,강하면,,37.495,127.4105,39,,,,
1874,2011-11-01,,설성면,,37.1471,127.5492,112,,,,
1875,2011-11-01,,관인면,,38.1018,127.2132,169,,,,
1876,2011-11-01,,신풍동,,37.3478,126.9759,61,,,,
1888,2018-08-24,,파주,,37.9062,126.7311,48,,,,
1890,2016-12-07,,팔일봉,,37.7667,126.917,235,,,,
1891,2016-12-07,,금왕산,,37.450,127.783,382,,,,
1892,2016-12-07,,어비산,,37.5667,127.517,748,,,,
1893,2016-12-07,,삼각산,,37.4333,127.700,314,,,,
1894,2016-12-07,,한나무봉,,37.950,127.367,750,,,,
1895,2016-12-07,,서리산,,37.750,127.317,704,,,,
1896,2016-12-07,,청우산,,37.800,127.417,538,,,,
1897,2016-12-07,,연천 밥재,,38.050,126.867,160,,,,
1898,2016-12-07,,연천 고랑포,,37.9833,126.833,101,,,,
1899,2016-12-07,,백학산,,37.950,126.733,200,,,,
1900,2016-12-07,,천덕산,,38.2333,127.050,410,,,,
1901,2016-12-07,,밤고개,,38.150,126.983,226,,,,
1908,2016-03-07,,문수산,,37.7611,126.5404,147,,,,
1909,2016-03-07,,월롱산,,37.7988,126.7508,250,,,,
1910,2011-11-01,,홍릉수목원,,37.5938,127.0428,51,,,,
1912,2013-01-01,,천장산,,37.5984,127.0473,62,,,,
1913,2015-01-15,,용마산,,37.5819,127.1058,292,,,,
1914,2015-01-15,,봉산,,37.6078,126.9022,203,,,,
1915,2015-01-15,,개화산,,37.5839,126.8046,142,,,,
1916,2015-01-15,,구룡산,,37.468,127.0544,237,,,,
1917,2015-01-15,,관악산,,37.4499,126.9294,386,,,,
1918,2015-01-15,,수락산,,37.6859,127.0764,320,,,,
1919,2015-01-15,,황학산,,37.2746,127.6459,122,,,,
1946,2015-01-15,,칠보산,,37.2668,126.9246,100,,,,
1947,2015-01-15,,운악산,,37.7598,127.1771,253,,,,
1948,2015-01-15,,바래기산,,37.1717,127.2693,345,,,,
1949,2015-01-15,,마감산,,37.3013,127.7536,286,,,,
1951,2011-11-01,,이천지사-고담동,,37.2436,127.4686,,,,,
1952,2011-11-01,,진천지사-화봉리,,37.0541,127.4752,,,,,
2000,2016-12-07,,용화산(성불령),,38.050,127.750,796,,,,
2001,2016-12-07,,연엽산,,37.7833,127.817,632,,,,
2002,2016-12-07,,흑운토령,,38.300,127.683,671,,,,
2003,2016-12-07,,곰배산,,38.2167,127.450,683,,,,
2004,2016-12-07,,고황봉,,38.5667,128.333,304,,,,
2005,2016-12-07,,까치봉,,38.500,128.333,524,,,,
2006,2016-12-07,,건봉산,,38.4167,128.333,910,,,,
2100,2011-11-01,,계산4,,37.5374,126.7378,,,,,
2101,2011-11-01,,숭의,,37.4638,126.6504,,,,,
2102,2011-11-01,,만수,,37.4473,126.7316,,,,,
2103,2011-11-01,,송림2,,37.4739,126.6433,,,,,
2104,2011-11-01,,부평,,37.5071,126.7217,,,,,
2106,2011-11-01,,검단,,37.6159,126.6614,,,,,
2107,2011-11-01,,심곡,,37.5427,126.6761,,,,,
2108,2011-11-01,,원인재,,37.4102,126.6783,,,,,
2109,2011-11-01,,고천,,37.7192,126.390,,,,,
2110,2011-11-01,,관청,,37.7467,126.4879,,,,,
2111,2011-11-01,,교산,,37.7985,126.4083,,,,,
2112,2011-11-01,,금월,,37.7134,126.4849,,,,,
2113,2011-11-01,,대룡,,37.7842,126.2827,,,,,
2114,2011-11-01,,두운,,37.6868,126.4806,,,,,
2115,2011-11-01,,상방,,37.6317,126.4201,,,,,
2116,2011-11-01,,석모,,37.7036,126.3209,,,,,
2117,2011-11-01,,솔정,,37.6455,126.4634,,,,,
2118,2011-11-01,,신봉,,37.7743,126.4117,,,,,
2119,2011-11-01,,온수,,37.6406,126.491,,,,,
2120,2011-11-01,,주문도,,37.6504,126.2395,,,,,
2121,2011-11-01,,하일,,37.6629,126.4219,,,,,
2129,2011-11-01,,관동,,37.4739,126.6218,,,,,
2130,2011-11-01,,구월,,37.4496,126.7241,,,,,
2131,2011-11-01,,숭의,,37.4638,126.6504,,,,,
2132,2011-11-01,,석바위,,37.458,126.691,,,,,
2133,2011-11-01,,신흥,,37.4682,126.6351,,,,,
2134,2017-11-15,,부평,,,,,,,,
2134,2011-11-01,2012-12-31,부평,,,,,,,,
2135,2011-11-01,,연희,,37.5451,126.676,,,,,
2136,2011-11-01,,송림,,37.4737,126.6435,,,,,
2137,2011-11-01,,원당,,37.5944,126.6986,,,,,
2138,2011-11-01,,송해,,37.7646,126.4639,,,,,
2139,2011-11-01,,고잔,,37.4047,126.697,,,,,
2140,2017-11-15,,부평역,,,,,,,,
2140,2011-11-01,2012-12-31,부평역,,,,,,,,
2141,2011-11-01,,검단,,37.602,126.6613,,,,,
2142,2011-11-01,,석남,,37.5027,126.6746,,,,,
2143,2011-11-01,,동춘,,37.4095,126.6783,,,,,
2144,2011-11-01,,계산,,37.546,126.7301,,,,,
2145,2011-11-01,,운서,,37.4956,126.4887,,,,,
2146,2011-11-01,,송현,,37.4819,126.6374,,,,,
2147,2011-11-01,,논현,,37.4091,126.6972,,,,,
2148,2012-09-20,,가좌4,,37.4874,126.6836,,,,,
2149,2015-09-15,,남동간석4,,37.4664,126.7007,30,,,,
2150,2015-09-15,,남동고잔,,37.4081,126.693,30,,,,
2151,2015-09-15,,남동논현1,,37.4055,126.7293,30,,,,
2152,2018-05-13,,부평청천,,,,,,,,
2153,2018-05-13,,부평삼산,,,,,,,,
2154,2018-05-13,,부평십정,,,,,,,,
2155,2018-05-03,,송도,,,,,,,,
2156,2018-05-03,,청라,,,,,,,,
2200,2010-11-15,,금산,,37.8985,127.6927,86.17,,,,
2201,2010-11-15,,발산,,37.7321,127.5997,75.62,,,,
2202,2010-11-15,,신촌,,37.8478,127.7611,98.26,,,,
2203,2010-11-15,,초월,,38.0298,127.6407,128.18,,,,
2204,2010-11-15,,오항,,37.9874,127.8859,239.46,,,,
2205,2010-11-15,,옥천,,37.8812,127.7301,105.91,,,,
2206,2010-11-15,,율문,,37.9258,127.7461,84.98,,,,
2207,2010-11-15,,조양,,37.7522,127.7962,172.05,,,,
2208,2010-11-15,,증리,,37.8176,127.716,114.92,,,,
2209,2010-11-15,,지내,,37.9102,127.781,105.73,,,,
2210,2010-11-15,,창촌,,37.7918,127.6461,93.56,,,,
2220,2010-11-15,,간현,,37.3621,127.8402,76,,,,
2222,2010-11-15,,반곡,,37.3185,127.9714,148,,,,
2226,2010-11-15,,운남,,37.170,127.8848,149,,,,
2227,2010-11-15,,태장,,37.3824,127.952,145,,,,
